proposal,skill,mapper_payload
v0_036_indo___norway_joint_energy_call_2017,general,"[['C.5.0', 'B.7.0', 'I.1.0', 'D.4.0', 'F.0', 'K.8.0', 'C.2.0', 'D.2.0', 'I.5.0', 'F.1.0', 'A.0', 'D.0', 'I.4.0', 'C.0', 'H.4.0', 'B.6.0', 'G.1.0', 'K.6.0', 'B.2.0', 'I.2.0', 'B.4.0', 'D.1.0', 'B.1.0', 'K.5.0', 'K.7.0', 'B.3.0', 'I.0', 'F.2.0', 'C.1.0', 'K.0', 'I.6.0', 'H.2.0', 'F.3.0', 'K.4.0', 'I.3.0', 'G.2.0', 'B.5.0', 'H.5.0', 'F.4.0', 'I.7.0', 'G.0', 'J.0', 'H.3.0', 'B.0', 'E.0', 'H.0', 'H.1.0', 'D.3.0', 'K.3.0'], ['General', 'General', 'General', 'General', 'GENERAL', 'General', 'Games', 'General', 'Data communications', 'Open Systems Interconnection reference model (OSI)', 'Security and protection (e.g., firewalls) (REVISED)', 'General (K.5.1)', 'Protection mechanisms', 'Standards', 'General', 'General', 'GENERAL', 'Biographies/autobiographies', 'Conference proceedings', 'General literary works (e.g., fiction, plays)', 'GENERAL', 'General', 'Image displays', 'Image processing software', 'GENERAL', 'Hardware/software interfaces', 'Instruction set design (e.g., RISC, CISC, VLIW) (REVISED)', 'Modeling of computer architecture (NEW)', 'System architectures', 'Systems specification methodology', 'General', 'General', 'General', 'Computer arithmetic', 'Conditioning (and ill-conditioning) (REVISED)', 'Error analysis', 'Interval arithmetic (NEW)', 'Multiple precision arithmetic (NEW)', 'Numerical algorithms', 'Parallel algorithms', 'Stability (and instability)', 'General', 'Economics', 'General', 'General', 'Cognitive simulation', 'Philosophical foundations', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'General', 'General', 'GENERAL', 'General', 'General', 'Security, integrity, and protection**', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'GENERAL', 'General', 'GENERAL', 'GENERAL', 'GENERAL', 'General', 'General', 'Standards', 'General'], ['general', 'general', 'general', 'general', 'general', 'general', 'game', 'general', 'data communication', 'open system interconnection reference model osi', 'security protection eg firewall revised', 'general', 'protection mechanism', 'standard', 'general', 'general', 'general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play', 'general', 'general', 'image display', 'image processing software', 'general', 'hardwaresoftware interface', 'instruction set design eg risc cisc vliw revised', 'modeling computer architecture new', 'system architecture', 'system specification methodology', 'general', 'general', 'general', 'computer arithmetic', 'conditioning illconditioning revised', 'error analysis', 'interval arithmetic new', 'multiple precision arithmetic new', 'numerical algorithm', 'parallel algorithm', 'stability instability', 'general', 'economics', 'general', 'general', 'cognitive simulation', 'philosophical foundation', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'security integrity protection', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'standard', 'general']]"
v0_037_eu_india_water_cooperation_on_research_and_innovation_joint_call_for_proposals___2017__2018,rural,"[['I.2.3'], ['Deduction and Theorem Proving (F.4.1)', 'Answer/reason extraction', 'Deduction (e.g., natural, rule-based)', 'Inference engines (NEW)', 'Logic programming', 'Mathematical induction', 'Metatheory**', 'Nonmonotonic reasoning and belief revision', 'Resolution', ""Uncertainty, ``fuzzy,'' and probabilistic reasoning""], ['deduction theorem proving', 'answerreason extraction', 'deduction eg natural rulebased', 'inference engine new', 'logic programming', 'mathematical induction', 'metatheory', 'nonmonotonic reasoning belief revision', 'resolution', 'uncertainty fuzzy probabilistic reasoning']]"
v0_037_eu_india_water_cooperation_on_research_and_innovation_joint_call_for_proposals___2017__2018,urban,"[['H.5.2'], ['User Interfaces (D.2.2, H.1.2, I.3.6)', 'Auditory (non-speech) feedback (NEW)', 'Benchmarking (NEW)', 'Ergonomics', 'Evaluation/methodology', 'Graphical user interfaces (GUI) (NEW)', 'Haptic I/O (NEW)', 'Input devices and strategies (e.g., mouse, touchscreen)', 'Interaction styles (e.g., commands, menus, forms, direct manipulation)', 'Natural language (NEW)', 'Prototyping (NEW)', 'Screen design (e.g., text, graphics, color)', 'Standardization (NEW)', 'Style guides (NEW)', 'Theory and methods', 'Training, help, and documentation', 'User-centered design (NEW)', 'User interface management systems (UIMS)', 'Voice I/O (NEW)', 'Windowing systems'], ['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']]"
v0_037_eu_india_water_cooperation_on_research_and_innovation_joint_call_for_proposals___2017__2018,waste,"[['G.1.2'], ['Approximation', 'Approximation of surfaces and contours (NEW)', 'Chebyshev approximation and theory', 'Elementary function approximation', 'Fast Fourier transforms (FFT) (NEW)', 'Least squares approximation', 'Linear approximation', 'Minimax approximation and algorithms', 'Nonlinear approximation', 'Rational approximation', 'Special function approximations (NEW)', 'Spline and piecewise polynomial approximation', 'Wavelets and fractals (NEW)'], ['approximation', 'approximation surface contour new', 'chebyshev approximation theory', 'elementary function approximation', 'fast fourier transforms fft new', 'least square approximation', 'linear approximation', 'minimax approximation algorithm', 'nonlinear approximation', 'rational approximation', 'special function approximation new', 'spline piecewise polynomial approximation', 'wavelet fractal new']]"
v0_038_scheme_for_young_scientists_and_technologists,general,"[['C.5.0', 'B.7.0', 'I.1.0', 'D.4.0', 'F.0', 'K.8.0', 'C.2.0', 'D.2.0', 'I.5.0', 'F.1.0', 'A.0', 'D.0', 'I.4.0', 'C.0', 'H.4.0', 'B.6.0', 'G.1.0', 'K.6.0', 'B.2.0', 'I.2.0', 'B.4.0', 'D.1.0', 'B.1.0', 'K.5.0', 'K.7.0', 'B.3.0', 'I.0', 'F.2.0', 'C.1.0', 'K.0', 'I.6.0', 'H.2.0', 'F.3.0', 'K.4.0', 'I.3.0', 'G.2.0', 'B.5.0', 'H.5.0', 'F.4.0', 'I.7.0', 'G.0', 'J.0', 'H.3.0', 'B.0', 'E.0', 'H.0', 'H.1.0', 'D.3.0', 'K.3.0'], ['General', 'General', 'General', 'General', 'GENERAL', 'General', 'Games', 'General', 'Data communications', 'Open Systems Interconnection reference model (OSI)', 'Security and protection (e.g., firewalls) (REVISED)', 'General (K.5.1)', 'Protection mechanisms', 'Standards', 'General', 'General', 'GENERAL', 'Biographies/autobiographies', 'Conference proceedings', 'General literary works (e.g., fiction, plays)', 'GENERAL', 'General', 'Image displays', 'Image processing software', 'GENERAL', 'Hardware/software interfaces', 'Instruction set design (e.g., RISC, CISC, VLIW) (REVISED)', 'Modeling of computer architecture (NEW)', 'System architectures', 'Systems specification methodology', 'General', 'General', 'General', 'Computer arithmetic', 'Conditioning (and ill-conditioning) (REVISED)', 'Error analysis', 'Interval arithmetic (NEW)', 'Multiple precision arithmetic (NEW)', 'Numerical algorithms', 'Parallel algorithms', 'Stability (and instability)', 'General', 'Economics', 'General', 'General', 'Cognitive simulation', 'Philosophical foundations', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'General', 'General', 'GENERAL', 'General', 'General', 'Security, integrity, and protection**', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'GENERAL', 'General', 'GENERAL', 'GENERAL', 'GENERAL', 'General', 'General', 'Standards', 'General'], ['general', 'general', 'general', 'general', 'general', 'general', 'game', 'general', 'data communication', 'open system interconnection reference model osi', 'security protection eg firewall revised', 'general', 'protection mechanism', 'standard', 'general', 'general', 'general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play', 'general', 'general', 'image display', 'image processing software', 'general', 'hardwaresoftware interface', 'instruction set design eg risc cisc vliw revised', 'modeling computer architecture new', 'system architecture', 'system specification methodology', 'general', 'general', 'general', 'computer arithmetic', 'conditioning illconditioning revised', 'error analysis', 'interval arithmetic new', 'multiple precision arithmetic new', 'numerical algorithm', 'parallel algorithm', 'stability instability', 'general', 'economics', 'general', 'general', 'cognitive simulation', 'philosophical foundation', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'security integrity protection', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'standard', 'general']]"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,city,"[['C.0'], ['GENERAL', 'Hardware/software interfaces', 'Instruction set design (e.g., RISC, CISC, VLIW) (REVISED)', 'Modeling of computer architecture (NEW)', 'System architectures', 'Systems specification methodology'], ['general', 'hardwaresoftware interface', 'instruction set design eg risc cisc vliw revised', 'modeling computer architecture new', 'system architecture', 'system specification methodology']]"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,smart city,"[['C.3'], ['SPECIAL-PURPOSE AND APPLICATION-BASED SYSTEMS (J.7)', 'Microprocessor/microcomputer applications', 'Process control systems', 'Real-time and embedded systems (REVISED)', 'Signal processing systems', 'Smartcards (NEW)'], ['specialpurpose applicationbased system', 'microprocessormicrocomputer application', 'process control system', 'realtime embedded system revised', 'signal processing system', 'smartcards new']]"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,urban,"[['H.5.2'], ['User Interfaces (D.2.2, H.1.2, I.3.6)', 'Auditory (non-speech) feedback (NEW)', 'Benchmarking (NEW)', 'Ergonomics', 'Evaluation/methodology', 'Graphical user interfaces (GUI) (NEW)', 'Haptic I/O (NEW)', 'Input devices and strategies (e.g., mouse, touchscreen)', 'Interaction styles (e.g., commands, menus, forms, direct manipulation)', 'Natural language (NEW)', 'Prototyping (NEW)', 'Screen design (e.g., text, graphics, color)', 'Standardization (NEW)', 'Style guides (NEW)', 'Theory and methods', 'Training, help, and documentation', 'User-centered design (NEW)', 'User interface management systems (UIMS)', 'Voice I/O (NEW)', 'Windowing systems'], ['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']]"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,engineering,"[['J.2'], ['PHYSICAL SCIENCES AND ENGINEERING', 'Aerospace', 'Archaeology (NEW)', 'Astronomy', 'Chemistry', 'Earth and atmospheric sciences', 'Electronics', 'Engineering', 'Mathematics and statistics', 'Physics'], ['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']]"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,attention,"[['C.2.1', 'C.2.5'], ['Network Architecture and Design', 'Asynchronous Transfer Mode (ATM) (NEW)', 'Centralized networks**', 'Circuit-switching networks', 'Distributed networks', 'Frame relay networks (NEW)', 'ISDN (Integrated Services Digital Network)', 'Network communications', 'Network topology', 'Packet-switching networks (REVISED)', 'Store and forward networks', 'Wireless communication (NEW)', 'Local and Wide-Area Networks (REVISED)', 'Access schemes', 'Buses'], ['network architecture design', 'asynchronous transfer mode atm new', 'centralized network', 'circuitswitching network', 'distributed network', 'frame relay network new', 'isdn integrated service digital network', 'network communication', 'network topology', 'packetswitching network revised', 'store forward network', 'wireless communication new', 'local widearea network revised', 'access scheme', 'bus']]"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,declaration,"[['D.2.2'], ['Design Tools and Techniques (REVISED)', 'Computer-aided software engineering (CASE)', 'Decision tables', 'Evolutionary prototyping (NEW)', 'Flow charts', 'Modules and interfaces', 'Object-oriented design methods (NEW)', 'Petri nets', 'Programmer workbench**', 'Software libraries', 'State diagrams (NEW)', 'Structured programming**', 'Top-down programming**', 'User interfaces'], ['design tool technique revised', 'computeraided software engineering case', 'decision table', 'evolutionary prototyping new', 'flow chart', 'module interface', 'objectoriented design method new', 'petri net', 'programmer workbench', 'software library', 'state diagram new', 'structured programming', 'topdown programming', 'user interface']]"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,edition,"[['K.4.4'], ['Electronic Commerce (J.1) (NEW)', 'Cybercash, digital cash (NEW)', 'Distributed commercial transactions (NEW)', 'Electronic data interchange (EDI) (NEW)', 'Intellectual property (NEW)', 'Payment schemes (NEW)', 'Security (NEW)'], ['electronic commerce new', 'cybercash digital cash new', 'distributed commercial transaction new', 'electronic data interchange edi new', 'intellectual property new', 'payment scheme new', 'security new']]"
