,researcher_name,skills
189,"Williams, Christopher","{'funded national', 'surface vibrational', 'involves development', 'industrially relevant', 'dioxide hydrocarbon', 'critical wish', 'raman spectroscopy', 'specific technique', 'biomass derived', 'spectroscopy sers', 'selective oxidation', 'situ operando', 'especially glycerol', 'condition e', 'method novel', 'technique development', 'important application', 'catalysis solid', 'total reflection', 'carried liquid', 'application fine', 'solid catalyst', 'rationally design', 'national science', 'variety industrial source', 'pressure temperature', 'develop molecular', 'application future', 'hydrogenation alpha', 'supported mono', 'chemical pharmaceutical', 'spectroscopic method', 'alkenoic acid', 'frequency spectroscopy', 'focus studying', 'reaction condition', 'mono bimetallic', 'liquid phase high gas pressure temperature specific technique development group surface enhanced raman spectroscopy sers', 'catalyst synthesis', 'current reaction', 'area heterogeneous', 'particular focus', 'ester hydrocarbon', 'particular focus studying solid liquid catalytic interface catalysis carried liquid phase important application fine chemical pharmaceutical production', 'transition metal', 'attenuated total reflection infrared atr ir spectroscopy', 'surface industrially', 'catalyst specific', 'major byproduct biodiesel production hydrodeoxygenation biomass derived organic acid acid ester hydrocarbon fuel electrocatalytic reduction carbon dioxide hydrocarbon catalyst investigation involve polycrystalline transition metal oxide supported mono bimetallic nanoparticle catalyst latter material prepared either traditional catalyst synthesis method novel protocol development g', 'reaction system', 'bimetallic nanoparticle', 'interface catalysis', 'composition nanoscale', 'resource primary', 'electroless deposition allow control size composition nanoscale williams group currently funded national science foundation', 'ir spectroscopy', 'acid selective', 'material prepared', 'solid liquid', 'nanoscale williams', 'heterogeneous catalysis', 'atr ir', 'hydrodeoxygenation biomass', 'including especially glycerol', 'engineering centerroom', 'involve polycrystalline', 'major byproduct', 'hydrocarbon catalyst', 'fine chemical', 'ketoesters alkenoic', 'studying solid', 'currently funded', 'investigation involve', 'vibrational spectroscopic', 'allows develop', 'obtained approach', 'alpha ketoesters', 'attenuated total', 'traditional catalyst', 'carbon dioxide', 'catalysis surface', 'future current', 'biorenewable resource', 'prepared either', 'development group', 'sc williams group area heterogeneous catalysis surface science', 'fuel electrocatalytic', 'control size', 'including especially', 'electrocatalytic reduction', 'sfs information', 'development g', 'condition understanding', 'dendrimer metal', 'nano composite', 'new fuel', 'high gas', 'spectroscopy sfs', 'organic acid', 'catalyst investigation', 'group area', 'application situ', 'method study', 'infrared atr', 'byproduct biodiesel', 'novel protocol', 'understanding catalytic', 'gas pressure', 'liquid catalytic', 'approach allows', 'study adsorption', 'system enantioselective', 'variety industrial', 'primary involves', 'temperature specific', 'enantioselective hydrogenation', 'deposition allow', 'either traditional', 'wish rationally', 'industrial source', 'catalyst latter', 'adsorption catalysis', 'fuel biorenewable', 'information obtained', 'operando surface', 'oxidation alcohol', 'williams group', 'pharmaceutical production', 'catalytic mechanism', 'specific application', 'electroless deposition', 'phase important', 'catalyst reaction', 'enhanced raman', 'acid ester', 'understanding critical', 'reflection infrared', 'production new', 'surface enhanced', 'sc williams', 'derived organic', 'allow control', 'liquid phase', 'molecular level', 'level understanding', 'biodiesel production', 'development application', 'science foundation', 'centerroom main', 'sum frequency', 'reduction carbon', 'synthesis method', 'catalysis carried', 'group currently', 'sum frequency spectroscopy sfs information obtained approach allows develop molecular level understanding catalytic mechanism govern function heterogeneous catalyst reaction condition understanding critical wish rationally design catalyst specific application future current reaction system enantioselective hydrogenation alpha ketoesters alkenoic acid selective oxidation alcohol', 'catalyst surface', 'nanoparticle catalyst', 'dendrimer metal nano composite', 'function heterogeneous', 'catalytic interface', 'metal nano', 'heterogeneous catalyst', 'protocol development', 'engineering centerroom main streetcolumbia', 'surface science', 'main streetcolumbia', 'size composition', 'metal oxide', 'govern function', 'latter material', 'polycrystalline transition', 'relevant reaction', 'mechanism govern', 'oxide supported', 'phase high', 'production new fuel biorenewable resource primary involves development application situ operando surface vibrational spectroscopic method study adsorption catalysis solid catalyst surface industrially relevant reaction condition e', 'design catalyst', 'acid acid', 'group surface', 'production hydrodeoxygenation', 'hydrocarbon fuel'}"
190,"Won, Sang Hee","{'chemical kinetics', 'propulsion', 'combustion', 'flame', 'fuel'}"
191,"Wu, Dezhi","{'interaction ux', 'humancomputer interaction ux design', 'ux design', 'humancomputer interaction', 'behavioral information security', 'big data analytics', 'information security', 'data analytics', 'health', 'behavioral information', 'big data', 'ai'}"
192,"Xu, Songhua","{'information retrieval', 'mining patent', 'visual analytics', 'information technology', 'health cancer', 'property law', 'including medical', 'technique multimedia', 'songhua xu area health information technology', 'area health', 'user interface', 'recommender system text image mining patent informatics intelligent software practitioner intellectual property law computer graphic interactive technique multimedia visualization visual analytics intelligent user interface', 'recommender system', 'including personalization', 'health cancer informatics artificial intelligence', 'intellectual property', 'analytics intelligent', 'visualization visual', 'intelligent user', 'graphic interactive', 'image mining', 'practitioner intellectual', 'text image', 'system text', 'xu area', 'health information', 'knowledge management', 'multimedia visualization', 'artificial intelligence', 'songhua xu', 'patent informatics', 'law computer', 'informatics intelligent', 'interactive technique', 'informatics artificial', 'cancer informatics', 'intelligent software', 'software practitioner', 'computer graphic'}"
193,"Xue, Xingjian (Chris) ","{'solid oxide', 'solid oxide electrolysis cell', 'oxide fuel', 'electrochemical energy', 'reliability durability functional structural material', 'oxide electrolysis', 'xue solid', 'dr xue', 'structural material', 'material electrochemical energy conversion storage', 'material electrochemical', 'reliability durability', 'transport phenomenon', 'transport phenomenon electrochemical kinetics', 'phenomenon electrochemical', 'gas separation', 'energy conversion', 'conversion storage', 'electrochemical kinetics', 'gas separation membrane', 'electrolysis cell', 'durability functional', 'dr xue solid oxide fuel cell', 'separation membrane', 'fuel cell', 'functional structural'}"
194,"Yoon, Yeomin","{'sonodegradation', 'adsorption', 'membrane filtration', 'water treatment', 'nanotechnology'}"
195,"Yu, Lingyu ","{'health monitoring', 'structural health monitoring', 'structural health', 'vibration', 'ultrasonics'}"
196,"Yuan, Lang","{'discrete element modelling', 'discrete element', 'solidification', 'element modelling', 'additive manufacturing', 'microstructure modelling'}"
197,"Zand, Ramtin","{'hardware design', 'emerging nanoscale electronics including spintronic device', 'adaptive computer', 'dr zand', 'reconfigurable adaptive', 'spintronic device', 'aware vlsi', 'low power', 'reconfigurable adaptive computer architecture', 'design machine', 'power reliability', 'learning system', 'computer architecture', 'nanoscale electronics', 'reliability aware', 'electronics including', 'emerging nanoscale', 'including spintronic', 'machine learning', 'vlsi circuit', 'zand involve', 'dr zand involve hardware design machine learning system', 'low power reliability aware vlsi circuit', 'involve hardware', 'neuromorphic computing'}"
198,"Zhang, Bin","{'main streetcolumbia', 'swearingenroom main streetcolumbia', 'sc', 'swearingenroom main'}"
199,"Zhang, Qi","{'goal build', 'term goal', 'develop analyze decision making algorithm uncertain', 'reliable', 'long term', 'build safe', 'reinforcement learning', 'intelligence reinforcement', 'analyze decision', 'trustworthy ai system retain power flexibility handle complex', 'handle complex', 'ai system', 'dynamic environment', 'trustworthy ai', 'artificial intelligence reinforcement learning long term goal build safe', 'flexibility handle', 'diverse context end', 'power flexibility', 'context end', 'diverse context', 'artificial intelligence', 'system retain', 'develop analyze', 'learning long', 'decision making', 'algorithm uncertain', 'making algorithm', 'retain power'}"
200,"Zhou, Caizhi","{'dislocation dynamic', 'mechanical metallurgy', 'multiscale modeling', 'crystal plasticity', 'friction stir', 'friction stir welding', 'stir welding'}"
201,"Ziehl, Paul","{'edge analytics', 'main street', 'suite', 'paul ziehl', 'management joint', 'industrial collaborator', 'department mechanical', 'mechanical civil', 'experience management', 'engineering department', 'ha experience', 'year nist', 'wireless structural', 'engineering main street', 'capability faculty', 'environmental engineering', 'college engineering', 'prognosis system', 'understand align', 'multiple industrial', 'serf understand', 'faculty enterprise', 'structural prognosis', 'serf understand align capability faculty enterprise college professor structural engineering department mechanical civil environmental engineering dr ziehl ha experience management joint venture project involving multiple industrial collaborator ha served principal investigator four year nist sponsored joint venture project edge analytics development commercially deployed wireless structural prognosis system', 'project involving', 'ziehl associate', 'dean college', 'project edge', 'four year', 'investigator four', 'ha served', 'analytics development', 'development commercially', 'joint venture', 'college professor', 'collaborator ha', 'dr ziehl', 'engineering computing', 'served principal', 'civil environmental', 'nist sponsored', 'professor structural', 'sc paul ziehl associate dean college engineering computing', 'sc paul', 'involving multiple', 'align capability', 'associate dean', 'deployed wireless', 'enterprise college', 'principal investigator', 'ziehl ha', 'sponsored joint', 'venture project', 'engineering main', 'engineering dr', 'structural engineering', 'commercially deployed'}"
